term,freq,weight
necessaryamendments,1,1.0
necessaryamount,1,1.0
necessaryapprovals,3,2.0986122886681096
necessarybackground,1,1.0
necessarychanges,1,1.0
necessarycorrection,1,1.0
necessarydecisions,1,1.0
necessaryequipment,2,1.6931471805599454
necessaryfor,3,2.0986122886681096
necessarygroup,1,1.0
necessaryinformation,1,1.0
necessaryold,1,1.0
necessaryplease,1,1.0
necessaryregardsjulielouise,1,1.0
necessarythanksleex,1,1.0
necessaryto,5,2.6094379124341005
necessaryvalving,4,2.386294361119891
necessitate,6,2.791759469228055
necessitated,7,2.9459101490553135
necessity,25,4.218875824868201
neck,11,3.3978952727983707
ned,10,3.3025850929940455
neda,1,1.0
nedoug,1,1.0
nedre,1,1.0
nee,1,1.0
need,6525,9.783396232190894
need1,5,2.6094379124341005
need100,3,2.0986122886681096
need2,1,1.0
need30,1,1.0
needa,4,2.386294361119891
needabout,2,1.6931471805599454
needaccess,1,1.0
needadditional,3,2.0986122886681096
needan,1,1.0
needand,2,1.6931471805599454
needany,3,2.0986122886681096
needanything,5,2.6094379124341005
needapproval,1,1.0
needapproximately,2,1.6931471805599454
needassistance,1,1.0
needbe,1,1.0
needbob,1,1.0
needcollateral,1,1.0
needconsistent,2,1.6931471805599454
needdetails,3,2.0986122886681096
neede,1,1.0
needed,767,7.642486801367256
neededaccess,3,2.0986122886681096
neededback,1,1.0
neededbecause,1,1.0
neededbob,8,3.0794415416798357
neededbook,1,1.0
neededcamoil,1,1.0
neededdaren,1,1.0
neededdevelopment,1,1.0
neededenron,3,2.0986122886681096
neededfor,2,1.6931471805599454
neededgreg,1,1.0
neededi,2,1.6931471805599454
neededlast,3,2.0986122886681096
neededmore,1,1.0
needednew,1,1.0
neededon,1,1.0
neededplease,3,2.0986122886681096
neededsee,1,1.0
neededservers,1,1.0
neededsince,1,1.0
neededsome,1,1.0
neededstress,1,1.0
neededsupply,2,1.6931471805599454
neededthe,1,1.0
neededto,7,2.9459101490553135
neededvance,1,1.0
neededwe,1,1.0
neededyvonne,1,1.0
needeveryone,1,1.0
needfor,4,2.386294361119891
needfrom,1,1.0
needfurther,2,1.6931471805599454
needhelp,2,1.6931471805599454
neediest,2,1.6931471805599454
needing,33,4.49650756146648
needingspaces,1,1.0
needinserted,3,2.0986122886681096
needinterviewers,1,1.0
needis,1,1.0
needlater,1,1.0
needle,85,5.442651256490317
needled,2,1.6931471805599454
needlesand,1,1.0
needlescook,1,1.0
needless,1,1.0
needlessly,2,1.6931471805599454
needlesto,1,1.0
needmost,1,1.0
needof,2,1.6931471805599454
needrelocation,1,1.0
needs,5,2.6094379124341005
needs14,1,1.0
needsa,1,1.0
needsapproval,6,2.791759469228055
needsare,2,1.6931471805599454
needsdoubling,1,1.0
needseither,2,1.6931471805599454
needsfor,1,1.0
needsfrom,2,1.6931471805599454
needsgood,3,2.0986122886681096
needsin,1,1.0
needslee,1,1.0
needsofeach,1,1.0
needsofthe,1,1.0
needsoh,4,2.386294361119891
needsome,3,2.0986122886681096
needsresolution,2,1.6931471805599454
needsthe,1,1.0
needsto,6,2.791759469228055
needstraining,1,1.0
needsupdated,1,1.0
needsupgrade,1,1.0
needtechnology,1,1.0
needthe,5,2.6094379124341005
needthis,4,2.386294361119891
needtickets,1,1.0
needto,53,4.9702919135521215
needtocontact,5,2.6094379124341005
needville,1,1.0
needvolunteers,1,1.0
needyet,2,1.6931471805599454
needyfamilies,1,1.0
needyou,1,1.0
needystates,2,1.6931471805599454
neela,1,1.0
neeley,1,1.0
neeleyadministrative,3,2.0986122886681096
neely,2,1.6931471805599454
neepool,1,1.0
neeraj,1,1.0
neese,1,1.0
neeve,1,1.0
neeves,1,1.0
nefarious,2,1.6931471805599454
neff,2,1.6931471805599454
neffa,2,1.6931471805599454
neg,21,4.044522437723423
neg11,1,1.0
negate,6,2.791759469228055
negated,2,1.6931471805599454
negates,2,1.6931471805599454
negative,358,6.8805329864007
negative11,6,2.791759469228055
negativebusiness,4,2.386294361119891
negativecreditwatch,1,1.0
negativeenron,1,1.0
negatively,31,4.433987204485146
negativeoutlook,2,1.6931471805599454
negativepr,2,1.6931471805599454
negativerealization,2,1.6931471805599454
negativesnew,2,1.6931471805599454
negativevolumes,1,1.0
negativism,2,1.6931471805599454
negawatt,2,1.6931471805599454
negfitch,3,2.0986122886681096
neglect,1,1.0
neglected,15,3.70805020110221
negligence,9,3.197224577336219
negligent,3,2.0986122886681096
negligible,2,1.6931471805599454
negotiable,9,3.197224577336219
negotiatable,5,2.6094379124341005
negotiate,124,5.820281565605037
negotiatebetter,1,1.0
negotiatebilateral,1,1.0
negotiatecompensatory,1,1.0
negotiated,275,6.616771097666571
negotiatedrates,2,1.6931471805599454
negotiates,10,3.3025850929940455
negotiating,182,6.204006687076795
negotiatingcommittee,1,1.0
negotiatinggames,1,1.0
negotiatingleverage,1,1.0
negotiatinglorraine,1,1.0
negotiatingsimilar,1,1.0
negotiation,341,6.831882477283517
negotiationcourses,1,1.0
negotiationdocumentation,3,2.0986122886681096
negotiationefforts,2,1.6931471805599454
negotiationof,1,1.0
negotiations,5,2.6094379124341005
negotiationsbpa,1,1.0
negotiationsconference,1,1.0
negotiationsis,1,1.0
negotiationskills,8,3.0794415416798357
negotiationthe,1,1.0
negotiationwas,1,1.0
negotiator,9,3.197224577336219
negotiators,2,1.6931471805599454
negotitations,1,1.0
negpr,1,1.0
negro,2,1.6931471805599454
neighbor,22,4.091042453358316
neighborhood,11,3.3978952727983707
neighboring,15,3.70805020110221
neighboringregions,1,1.0
neighboringstates,4,2.386294361119891
neighbour,3,2.0986122886681096
neighbourhood,3,2.0986122886681096
neighbouring,2,1.6931471805599454
neil,225,6.41610040220442
neilbeth,2,1.6931471805599454
neilcc,1,1.0
neilgould,1,1.0
neilhong,1,1.0
neill,20,3.995732273553991
neillnorthern,1,1.0
neillwilson,2,1.6931471805599454
neilmcandrews,1,1.0
neilmcgregor,9,3.197224577336219
neilpicked,1,1.0
neilsent,2,1.6931471805599454
neilsubject,4,2.386294361119891
neiltarling,2,1.6931471805599454
neilterry,1,1.0
neilvince,2,1.6931471805599454
neiman,2,1.6931471805599454
neithard,1,1.0
neither,151,6.017279836814924
neithergiven,2,1.6931471805599454
neitherthe,2,1.6931471805599454
nekrasova,1,1.0
nel,3,2.0986122886681096
nell,18,3.8903717578961645
nella,11,3.3978952727983707
nellacappelletto,1,1.0
nellasent,2,1.6931471805599454
nellasubject,1,1.0
nellies,1,1.0
nelly,2,1.6931471805599454
nelsen,4,2.386294361119891
nelson,150,6.0106352940962555
nelson01,2,1.6931471805599454
nelsonb,9,3.197224577336219
nelsonferries,2,1.6931471805599454
nelsonfrom,2,1.6931471805599454
nelsonneale,1,1.0
nelsonsent,2,1.6931471805599454
nelsonsubject,1,1.0
nelsonthanks,1,1.0
nelsonuniv,1,1.0
nelsonvp,1,1.0
nelwyn,1,1.0
nelz,1,1.0
nelzsteven,1,1.0
nemec,30,4.401197381662156
nemesis,3,2.0986122886681096
nemmco,1,1.0
neon,36,4.58351893845611
neonatal,1,1.0
neonatology,1,1.0
neonis,1,1.0
neophyte,1,1.0
nepal,1,1.0
nepco,40,4.688879454113936
nepcogerry,2,1.6931471805599454
nepcohave,1,1.0
nephew,2,1.6931471805599454
nepool,60,5.0943445622221
neppl,4,2.386294361119891
neptune,2,1.6931471805599454
nera,3,2.0986122886681096
nerc,57,5.04305126783455
nercto,1,1.0
nerd,1,1.0
nere,1,1.0
nerkowe,1,1.0
nersesian,1,1.0
nerve,27,4.295836866004329
nervous,51,4.931825632724326
nervously,2,1.6931471805599454
nervousness,5,2.6094379124341005
nesa,119,5.77912349311153
nesaneamembership,2,1.6931471805599454
nesanet,35,4.555348061489413
nesbitt,58,5.060443010546419
nesbittcc,1,1.0
nesbittjohn,2,1.6931471805599454
nesbitto,1,1.0
nesbittpresidentmarketpoint,3,2.0986122886681096
nesbittps,2,1.6931471805599454
nescessary,2,1.6931471805599454
neslage,5,2.6094379124341005
nesler,1,1.0
nest,11,3.3978952727983707
nested,1,1.0
nestl,2,1.6931471805599454
nestle,1,1.0
nestling,3,2.0986122886681096
net,1455,8.282761179605593
net03,2,1.6931471805599454
net10,1,1.0
neta,12,3.4849066497880004
netaces,1,1.0
netacongratulations,1,1.0
netacres,1,1.0
netacross,3,2.0986122886681096
netaddress,1,1.0
netapp,1,1.0
netarthur,1,1.0
netback,3,2.0986122886681096
netcc,7,2.9459101490553135
netco,330,6.799092654460526
netcoanne,1,1.0
netcoannewe,1,1.0
netcoare,1,1.0
netcoas,2,1.6931471805599454
netcobanking,1,1.0
netcobarry,1,1.0
netcobob,1,1.0
netcoit,1,1.0
netcolight,1,1.0
netcolite,1,1.0
netcolouise,2,1.6931471805599454
netcom,10,3.3025850929940455
netcommander,1,1.0
netconnection,2,1.6931471805599454
netconnections,4,2.386294361119891
netcoonline,43,4.761200115693562
netcoonlinemaster,1,1.0
netcoorganisational,6,2.791759469228055
netcopaula,1,1.0
netcopyright,1,1.0
netcosensitivity,6,2.791759469228055
netcostructuring,1,1.0
netcothe,10,3.3025850929940455
netcowho,1,1.0
netcowhy,1,1.0
netdate,1,1.0
netdde,1,1.0
nete,10,3.3025850929940455
netek,2,1.6931471805599454
netenron,1,1.0
netfor,1,1.0
netgain,1,1.0
netgraphe,6,2.791759469228055
netherlands,10,3.3025850929940455
netherlands11200,1,1.0
neti,1,1.0
netimpact,1,1.0
netincome,2,1.6931471805599454
netins,2,1.6931471805599454
netiq,3,2.0986122886681096
netiquette,1,1.0
netkkr,1,1.0
netmail,2,1.6931471805599454
netmessage,1,1.0
netmore,1,1.0
neto,2,1.6931471805599454
netoffice,1,1.0
netofficesys,4,2.386294361119891
netout,4,2.386294361119891
netphone,1,1.0
netplus,1,1.0
netreduction,3,2.0986122886681096
netrevenue,1,1.0
netrisk,13,3.5649493574615367
netscape,53,4.9702919135521215
netscapeand,2,1.6931471805599454
netsent,1,1.0
netsin,1,1.0
netstinson,1,1.0
netsubject,11,3.3978952727983707
netted,13,3.5649493574615367
nettelton,25,4.218875824868201
nettelton2137,5,2.6094379124341005
netteltonsubject,1,1.0
nettie,2,1.6931471805599454
netting,115,5.74493212836325
nettingagreement,1,1.0
nettingspreadsheet,2,1.6931471805599454
nettingthe,1,1.0
nettleton,6,2.791759469228055
nettling,1,1.0
netto,3,2.0986122886681096
netu,1,1.0
netv,2,1.6931471805599454
netvince,2,1.6931471805599454
netware,7,2.9459101490553135
netwaretoday,1,1.0
netwhen,1,1.0
network,766,7.641182169740591
networkacross,1,1.0
networkand,1,1.0
networkarea,2,1.6931471805599454
networkbenefits,2,1.6931471805599454
networkcontrolled,1,1.0
networkcopyright,1,1.0
networkdevelopers,1,1.0
networkdue,2,1.6931471805599454
networked,6,2.791759469228055
networkengineering,4,2.386294361119891
networkexternalities,1,1.0
networkfall,2,1.6931471805599454
networking,59,5.07753744390572
networking10,1,1.0
networking11,1,1.0
networking8,2,1.6931471805599454
networkingfourth,1,1.0
networkmanager,1,1.0
networkoptimization,1,1.0
networkpeople,2,1.6931471805599454
networkpeter,1,1.0
networks,1,1.0
networks4,1,1.0
networks713,8,3.0794415416798357
networksenron,2,1.6931471805599454
networkseric,1,1.0
networkservice,1,1.0
networkservices,2,1.6931471805599454
networksgroup,13,3.5649493574615367
networksite,1,1.0
networksjane,1,1.0
networksoffice,1,1.0
networkthe,1,1.0
networkwill,1,1.0
netwww,3,2.0986122886681096
netzero,2,1.6931471805599454
neubauer,17,3.833213344056216
neuberger,2,1.6931471805599454
neufeld,10,3.3025850929940455
neufeldt,6,2.791759469228055
neuhaus,4,2.386294361119891
neukom,1,1.0
neuman,2,1.6931471805599454
neunendorf,1,1.0
neuner,47,4.850147601710058
neural,12,3.4849066497880004
neuralnets,2,1.6931471805599454
neurologist,1,1.0
neustadt,2,1.6931471805599454
neustaedter,5,2.6094379124341005
neuter,1,1.0
neutral,50,4.912023005428146
neutrality,3,2.0986122886681096
neutralityadjustment,2,1.6931471805599454
neutralization,1,1.0
neutralize,6,2.791759469228055
neutralized,1,1.0
neutralizeexpected,1,1.0
neutralportfolio,1,1.0
neutraltrading,1,1.0
neutralwholesale,1,1.0
neutrino,2,1.6931471805599454
neuweiler,54,4.9889840465642745
neuweilerami,1,1.0
nev,1,1.0
nevada,42,4.737669618283368
nevadaand,1,1.0
nevadanote,1,1.0
nevadaproject,2,1.6931471805599454
neve,3,2.0986122886681096
never,467,7.1463292576688975
neverbeen,3,2.0986122886681096
neverby,1,1.0
neverhave,1,1.0
neverlearned,1,1.0
nevermind,1,1.0
neveroverpromised,2,1.6931471805599454
neverprovided,1,1.0
neverreach,1,1.0
neverrealmoney,1,1.0
neverreceived,5,2.6094379124341005
neverstrikes,6,2.791759469228055
neversupplied,1,1.0
nevertheless,60,5.0943445622221
neverupdated,2,1.6931471805599454
neverwell,1,1.0
nevesto,4,2.386294361119891
nevesvince,1,1.0
nevil,5,2.6094379124341005
neville,10,3.3025850929940455
nevilledirector,2,1.6931471805599454
nevillei,1,1.0
nevilnevil,3,2.0986122886681096
nevp,1,1.0
nevpcapacity,1,1.0
nevrl,2,1.6931471805599454
new,8810,10.083642718930225
new01,1,1.0
new04,1,1.0
new09,1,1.0
new10,2,1.6931471805599454
new15,1,1.0
new18,1,1.0
new22,1,1.0
new25,2,1.6931471805599454
new28,2,1.6931471805599454
new29,1,1.0
new325,1,1.0
new6599,1,1.0
newaccounting,1,1.0
newaccounts,1,1.0
newaddition,1,1.0
newagency,2,1.6931471805599454
newallocation,3,2.0986122886681096
newapplications,1,1.0
newappointment,1,1.0
newark,4,2.386294361119891
newashington,1,1.0
newassignment,2,1.6931471805599454
newassignments,1,1.0
newattitude,1,1.0
newauthorised,1,1.0
newauthority,1,1.0
newbig,1,1.0
newbiotechnology,1,1.0
newblanket,2,1.6931471805599454
newbonds,1,1.0
newbooks,1,1.0
newborn,3,2.0986122886681096
newbuild,2,1.6931471805599454
newbuscrea,1,1.0
newbusiness,2,1.6931471805599454
newbusinesses,4,2.386294361119891
newby,2,1.6931471805599454
newcastle,3,2.0986122886681096
newcenter,1,1.0
newchallenge,4,2.386294361119891
newchallenges,2,1.6931471805599454
newchild,1,1.0
newclass,1,1.0
newco,76,5.330733340286331
newcode,1,1.0
newcoi,1,1.0
newcoleslie,2,1.6931471805599454
newcomer,46,4.828641396489095
newcomersthough,13,3.5649493574615367
newcomes,1,1.0
newcompetitive,1,1.0
newcompressor,1,1.0
newcomputing,1,1.0
newconancy,1,1.0
newcontent,1,1.0
newcontracting,1,1.0
newcoonline,1,1.0
newcosmaller,1,1.0
newcounterparty,1,1.0
newcredit,1,1.0
newcurve,1,1.0
newcurves,1,1.0
newcustomers,2,1.6931471805599454
newdaily,1,1.0
newdate,1,1.0
newdeal,9,3.197224577336219
newdeals,2,1.6931471805599454
newdeep,1,1.0
newdelhi,2,1.6931471805599454
newdelhiglobal,1,1.0
newdelivery,1,1.0
newdemand,2,1.6931471805599454
newdesk,2,1.6931471805599454
newdevelopments,2,1.6931471805599454
neweconomy,3,2.0986122886681096
newelectricity,1,1.0
newell,12,3.4849066497880004
newellizing,1,1.0
newemployee,1,1.0
newemployees,1,1.0
newendeavor,1,1.0
newenergy,3,2.0986122886681096
newengland,5,2.6094379124341005
newenron,1,1.0
newentrants,3,2.0986122886681096
newenvironment,1,1.0
neweoc,1,1.0
newer,17,3.833213344056216
newest,21,4.044522437723423
newestfeatured,1,1.0
newestpublication,2,1.6931471805599454
newexchange,1,1.0
newexpense,1,1.0
newfaces,1,1.0
newfacilities,1,1.0
newfacility,2,1.6931471805599454
newfeatures,1,1.0
newfields,1,1.0
newfinance,2,1.6931471805599454
newfocus,2,1.6931471805599454
newfound,2,1.6931471805599454
newfoundland,4,2.386294361119891
newfrankfort,2,1.6931471805599454
newfunctionality,5,2.6094379124341005
newgeneration,6,2.791759469228055
newgenerators,2,1.6931471805599454
newglobal,3,2.0986122886681096
newgroup,1,1.0
newhires,1,1.0
newholding,1,1.0
newhouse,3,2.0986122886681096
newhttp,1,1.0
newideas,2,1.6931471805599454
newindustry,1,1.0
newinitiatives,1,1.0
newinput,3,2.0986122886681096
newinterconnect,1,1.0
newinterconnection,1,1.0
newintramonth,1,1.0
newinvestment,1,1.0
newish,1,1.0
newl,1,1.0
newland,8,3.0794415416798357
newlin,9,3.197224577336219
newlook,1,1.0
newly,93,5.532599493153255
newlyestablished,1,1.0
newlyformed,2,1.6931471805599454
newman,9,3.197224577336219
newmanaging,8,3.0794415416798357
newmargaritaville,1,1.0
newmarket,2,1.6931471805599454
newmeaning,1,1.0
newmessage,2,1.6931471805599454
newmeter,3,2.0986122886681096
newmetercd,1,1.0
newmethodology,1,1.0
newmexico,2,1.6931471805599454
newmillennium,1,1.0
newmodels,1,1.0
newmont,1,1.0
newmultibillion,3,2.0986122886681096
newnatural,1,1.0
newnessof,1,1.0
newnet,1,1.0
newnetworked,1,1.0
newnumber,1,1.0
neworganisation,1,1.0
neworganization,1,1.0
neworigination,1,1.0
neworleans,4,2.386294361119891
newpassword,2,1.6931471805599454
newpipeline,1,1.0
newplant,3,2.0986122886681096
newplateau,1,1.0
newport,11,3.3978952727983707
newpower,126,5.836281906951478
newpower01,2,1.6931471805599454
newpowercompany,1,1.0
newpowerincluding,2,1.6931471805599454
newpowerto,2,1.6931471805599454
newpowerwas,1,1.0
newprecedent,1,1.0
newprice,1,1.0
newproduct,5,2.6094379124341005
newproduction,1,1.0
newproducts,1,1.0
newprojects,1,1.0
newpublication,1,1.0
newrate,1,1.0
newregular,3,2.0986122886681096
newrelease,5,2.6094379124341005
newreport,1,1.0
newresponsibilities,4,2.386294361119891
newrestrictions,2,1.6931471805599454
newresume,3,2.0986122886681096
newrewards,1,1.0
newrisk,2,1.6931471805599454
newrole,3,2.0986122886681096
newroles,1,1.0
newrotations,1,1.0
newrules,1,1.0
news,2220,8.705262474866325
news1,1,1.0
news10,17,3.833213344056216
news11,7,2.9459101490553135
news12,1,1.0
news212,1,1.0
newsabout,1,1.0
newsagency,1,1.0
newsarticle,2,1.6931471805599454
newsby,7,2.9459101490553135
newsbyemail,1,1.0
newscast,1,1.0
newsceo,1,1.0
newsclipsapril,2,1.6931471805599454
newsclipsfriday,2,1.6931471805599454
newsclipsthe,2,1.6931471805599454
newsclipsuntie,1,1.0
newscom,1,1.0
newsconference,1,1.0
newscopyright,3,2.0986122886681096
newscoverage,1,1.0
newscredit,1,1.0
newsdata,1,1.0
newsday,1,1.0
newsdealings,1,1.0
newsdemise,1,1.0
newsdesk,10,3.3025850929940455
newsdo,1,1.0
newsdow,3,2.0986122886681096
newsearnings,6,2.791759469228055
newsectors,1,1.0
newsecured,1,1.0
newsemerges,1,1.0
newsenron,7,2.9459101490553135
newsession,2,1.6931471805599454
newsevery,1,1.0
newsfears,1,1.0
newsflow,1,1.0
newsfrom,1,1.0
newsfruit,1,1.0
newshere,1,1.0
newshotgun,1,1.0
newshouston,1,1.0
newsif,2,1.6931471805599454
newsis,6,2.791759469228055
newsitara,3,2.0986122886681096
newsjapan,1,1.0
newsken,2,1.6931471805599454
newskind,1,1.0
newsl,3,2.0986122886681096
newsletter,168,6.123963979403259
newsletter2,1,1.0
newslettereveryother,2,1.6931471805599454
newslettergood,1,1.0
newsletterhi,2,1.6931471805599454
newsletterngi,1,1.0
newsletternote,1,1.0
newslettersam,1,1.0
newslettersor,3,2.0986122886681096
newsline,1,1.0
newsmorning,3,2.0986122886681096
newsnew,1,1.0
newsnorthrop,3,2.0986122886681096
newsom,1,1.0
newsoussan,1,1.0
newspaper,116,5.7535901911063645
newspaperaccounts,1,1.0
newspaperand,1,1.0
newspaperbusiness,2,1.6931471805599454
newspaperoperations,2,1.6931471805599454
newspapersaid,3,2.0986122886681096
newspapersfollows,1,1.0
newsperson,1,1.0
newspreadsheet,1,1.0
newsprint,21,4.044522437723423
newsprintmarket,1,1.0
newspublications,1,1.0
newsroom,69,5.23410650459726
newssaving,1,1.0
newsservice,1,1.0
newsstand,17,3.833213344056216
newsstandsmonday,1,1.0
newssymbol,1,1.0
newstadium,1,1.0
newstaff,1,1.0
newstandards,1,1.0
newsthe,4,2.386294361119891
newsto,1,1.0
newstorage,1,1.0
newstrial,2,1.6931471805599454
newstwo,1,1.0
newsu,4,2.386294361119891
newsunited,4,2.386294361119891
newsvince,1,1.0
newswatch,1,1.0
newswatchmore,1,1.0
newswe,1,1.0
newsweek,3,2.0986122886681096
newswhat,1,1.0
newswire,122,5.804021044733257
newswires,178,6.181783550292085
newswires10,31,4.433987204485146
newswires11,76,5.330733340286331
newswires12,12,3.4849066497880004
newswirescarol,5,2.6094379124341005
newswirescopyright,68,5.219507705176107
newswireslos,1,1.0
newswiresnew,9,3.197224577336219
newswireswashington,3,2.0986122886681096
newsword,3,2.0986122886681096
newsworthy,3,2.0986122886681096
newsystem,1,1.0
newtechnology,3,2.0986122886681096
newthe,1,1.0
newtime,1,1.0
newtobyfrom,2,1.6931471805599454
newtolls,1,1.0
newton,11,3.3978952727983707
newtool,1,1.0
newtotal,1,1.0
newtown,1,1.0
newtrading,1,1.0
newtransaction,1,1.0
newtransmission,1,1.0
newunit,1,1.0
newuserinformation,1,1.0
newusers,1,1.0
newvatrfacs,2,1.6931471805599454
newventures,1,1.0
newversion,4,2.386294361119891
newvideotape,1,1.0
newwardrobe,1,1.0
newweatherdelta,1,1.0
newwebsite,1,1.0
newwharton,2,1.6931471805599454
newwholesale,1,1.0
newwindow,1,1.0
newyear,3,2.0986122886681096
newyork,30,4.401197381662156
newyorkand,1,1.0
newyorkfed,9,3.197224577336219
newyorklife,4,2.386294361119891
nexell,1,1.0
nexen,3,2.0986122886681096
nexis,7,2.9459101490553135
nexpoint,2,1.6931471805599454
next,3162,9.058960017769417
next3,1,1.0
nexta,1,1.0
nextcao,1,1.0
nextcard,3,2.0986122886681096
nextcardthe,1,1.0
nextcardto,1,1.0
nextcouple,7,2.9459101490553135
nextday,2,1.6931471805599454
nextdecade,1,1.0
nextel,8,3.0794415416798357
nextethink,1,1.0
nextevent,2,1.6931471805599454
nextfew,3,2.0986122886681096
nextgeneration,1,1.0
nexthave,1,1.0
nextlevel,2,1.6931471805599454
nextlink,2,1.6931471805599454
nextmarch,2,1.6931471805599454
nextmeeting,3,2.0986122886681096
nextmid,1,1.0
nextmonday,3,2.0986122886681096
nextmonth,3,2.0986122886681096
nextpart,2,1.6931471805599454
nextplanting,1,1.0
nextplease,4,2.386294361119891
nextseveral,3,2.0986122886681096
nextsix,1,1.0
nextsteps,4,2.386294361119891
nextstepshow,1,1.0
nextstepsi,1,1.0
nextstepsrhonna,2,1.6931471805599454
nextstepsthe,1,1.0
nextstepswhat,1,1.0
nextthree,1,1.0
nextthur,1,1.0
nextthursday,1,1.0
nexttime,2,1.6931471805599454
nextto,1,1.0
nexttuesday,3,2.0986122886681096
nexttwo,3,2.0986122886681096
nextvideo,2,1.6931471805599454
nextwednesday,3,2.0986122886681096
nextweek,32,4.465735902799727
nextweekend,1,1.0
nextyear,6,2.791759469228055
nexus,4,2.386294361119891
neyman,2,1.6931471805599454
nezi,29,4.367295829986474
nezimarvin,1,1.0
nezisubject,2,1.6931471805599454
nf,2,1.6931471805599454
nfcf,3,2.0986122886681096
nfcfproposal,1,1.0
nfl,7,2.9459101490553135
nfld,1,1.0
nfs,4,2.386294361119891
nfywe,1,1.0
ng,54,4.9889840465642745
nga,1,1.0
ngai,3,2.0986122886681096
ngc,14,3.6390573296152584
ngccorp,2,1.6931471805599454
ngfyi,1,1.0
nggp,1,1.0
ngi,35,4.555348061489413
ngilbert,1,1.0
ngl,28,4.332204510175204
ngls,3,2.0986122886681096
nglstorage,1,1.0
ngo,56,5.025351690735149
ngo01,1,1.0
ngo04,1,1.0
ngodanielle,3,2.0986122886681096
ngofor,2,1.6931471805599454
ngogood,1,1.0
ngol,1,1.0
ngoldstein,1,1.0
ngop,1,1.0
ngoph,1,1.0
ngovshanbh,1,1.0
ngpa,2,1.6931471805599454
ngpl,55,5.007333185232471
ngpli,1,1.0
ngpljulie,1,1.0
ngplok,1,1.0
ngplparent,1,1.0
ngprompt,1,1.0
ngptrs,1,1.0
ngray,1,1.0
ngsa,1,1.0
ngts,6,2.791759469228055
ngtslet,1,1.0
nguyen,111,5.709530201312334
nguyen05,2,1.6931471805599454
nguyen11,1,1.0
nguyenconfirmed,1,1.0
nguyendocument,1,1.0
nguyenjoan,1,1.0
nguyenriskkulvinder,1,1.0
ngx,40,4.688879454113936
ngxas,1,1.0
nh,6,2.791759469228055
nhglen,1,1.0
nhl,1,1.0
nhvx,2,1.6931471805599454
ni,10,3.3025850929940455
nia,4,2.386294361119891
niaby,1,1.0
niagara,4,2.386294361119891
niall,1,1.0
niam,1,1.0
niambi,1,1.0
niamh,11,3.3978952727983707
niamhc,1,1.0
niamhclarke,2,1.6931471805599454
nic,5,2.6094379124341005
nicas,2,1.6931471805599454
nice,216,6.375278407684164
niceand,1,1.0
niceenough,1,1.0
niceif,3,2.0986122886681096
nicely,26,4.258096538021482
nicer,7,2.9459101490553135
nicestep,1,1.0
niceto,2,1.6931471805599454
nich,2,1.6931471805599454
niche,11,3.3978952727983707
nichola,1,1.0
nicholai,1,1.0
nicholas,32,4.465735902799727
nicholascc,1,1.0
nicholasm,1,1.0
nicholassubject,5,2.6094379124341005
nicholie,5,2.6094379124341005
nicholieat,1,1.0
nicholls,2,1.6931471805599454
nichols,15,3.70805020110221
nichols10,1,1.0
nicholson,3,2.0986122886681096
nicholsontoll,1,1.0
nichterfuellen,3,2.0986122886681096
nick,199,6.293304824724492
nickcc,1,1.0
nickcocavessis,3,2.0986122886681096
nickdraft,1,1.0
nickel,15,3.70805020110221
nickeland,1,1.0
nickeled,1,1.0
nickelgreg,1,1.0
nicki,22,4.091042453358316
nickip,2,1.6931471805599454
nickisent,1,1.0
nickisubject,7,2.9459101490553135
nicklaus,3,2.0986122886681096
nickle,1,1.0
nicklos,3,2.0986122886681096
nicklosdrilling,1,1.0
nickmooney,1,1.0
nickname,17,3.833213344056216
nicknamed,4,2.386294361119891
nicknick,1,1.0
nickps,1,1.0
nickshirley,1,1.0
nickstinson,7,2.9459101490553135
nicksubject,1,1.0
nickthomas,1,1.0
nickvince,6,2.791759469228055
nickx,2,1.6931471805599454
niclas,8,3.0794415416798357
nicmodem,1,1.0
nico,1,1.0
nicol,1,1.0
nicola,1,1.0
nicolas,3,2.0986122886681096
nicolay,48,4.871201010907891
nicole,29,4.367295829986474
nicole3,1,1.0
nicolemcmahon,1,1.0
nicolenicole,1,1.0
nicoll,2,1.6931471805599454
nicollmark,1,1.0
nicor,8,3.0794415416798357
nicosia,18,3.8903717578961645
nidia,3,2.0986122886681096
nie,30,4.401197381662156
niecale,1,1.0
niece,2,1.6931471805599454
niechetnie,1,1.0
niedenfuehr,1,1.0
niedrigere,3,2.0986122886681096
niedzieli,1,1.0
niedzielski,7,2.9459101490553135
niedzielskiof,2,1.6931471805599454
niego,2,1.6931471805599454
niej,2,1.6931471805599454
nielsen,2,1.6931471805599454
nielsonc,1,1.0
niemej,2,1.6931471805599454
niemeyer,1,1.0
niemieck,1,1.0
niepewnego,1,1.0
niepomyslal,1,1.0
niestety,5,2.6094379124341005
niestrath,4,2.386294361119891
niestrathfrom,1,1.0
nietcho,1,1.0
nietety,1,1.0
niewlasciwa,1,1.0
niezmiernie,1,1.0
niezmierniezajetym,1,1.0
nif,1,1.0
niffer,1,1.0
nifty,1,1.0
nigas,6,2.791759469228055
nigasmichconpeoplestammy,1,1.0
nigel,32,4.465735902799727
nigelberesford,1,1.0
nigelgrace,2,1.6931471805599454
nigelprice,1,1.0
nigeria,2,1.6931471805599454
nigerian,2,1.6931471805599454
